Game ID,Date,Home Team,Away Team,Stadium Name,Attendance,Game Time (minutes)
663178,2022-04-07,Chicago Cubs,Milwaukee Brewers,Wrigley Field,35112.0,198.0
662766,2022-04-07,Kansas City Royals,Cleveland Guardians,Kauffman Stadium,28459.0,169.0
662021,2022-04-07,St. Louis Cardinals,Pittsburgh Pirates,Busch Stadium,46256.0,188.0
662571,2022-04-07,Washington Nationals,New York Mets,Nationals Park,35052.0,211.0
661577,2022-04-07,Atlanta Braves,Cincinnati Reds,Truist Park,40545.0,181.0
661042,2022-04-07,Los Angeles Angels,Houston Astros,Angel Stadium,44723.0,195.0
663418,2022-04-07,Arizona Diamondbacks,San Diego Padres,Chase Field,35508.0,198.0
661333,2022-04-07,New York Yankees,Boston Red Sox,Yankee Stadium,46097.0,236.0
661750,2022-04-07,Minnesota Twins,Seattle Mariners,Target Field,35462.0,173.0
661333,2022-04-08,New York Yankees,Boston Red Sox,Yankee Stadium,46097.0,236.0
662888,2022-04-08,Detroit Tigers,Chicago White Sox,Comerica Park,43480.0,210.0
661131,2022-04-08,Philadelphia Phillies,Oakland Athletics,Citizens Bank Park,44232.0,194.0
661918,2022-04-08,Tampa Bay Rays,Baltimore Orioles,Tropicana Field,25025.0,194.0
662933,2022-04-08,Colorado Rockies,Los Angeles Dodgers,Coors Field,48627.0,189.0
661750,2022-04-08,Minnesota Twins,Seattle Mariners,Target Field,35462.0,173.0
662124,2022-04-08,San Francisco Giants,Miami Marlins,Oracle Park,40853.0,206.0
662559,2022-04-08,Washington Nationals,New York Mets,Nationals Park,25677.0,223.0
661782,2022-04-08,Toronto Blue Jays,Texas Rangers,Rogers Centre,45022.0,206.0
661576,2022-04-08,Atlanta Braves,Cincinnati Reds,Truist Park,40234.0,187.0
661041,2022-04-08,Los Angeles Angels,Houston Astros,Angel Stadium,42719.0,224.0
663417,2022-04-08,Arizona Diamondbacks,San Diego Padres,Chase Field,17297.0,164.0
663147,2022-04-08,Chicago Cubs,Milwaukee Brewers,Wrigley Field,28620.0,172.0
661917,2022-04-09,Tampa Bay Rays,Baltimore Orioles,Tropicana Field,15615.0,153.0
662864,2022-04-09,Detroit Tigers,Chicago White Sox,Comerica Park,17469.0,191.0
661756,2022-04-09,Minnesota Twins,Seattle Mariners,Target Field,20867.0,189.0
662020,2022-04-09,St. Louis Cardinals,Pittsburgh Pirates,Busch Stadium,45025.0,212.0
663205,2022-04-09,Chicago Cubs,Milwaukee Brewers,Wrigley Field,30369.0,208.0
661803,2022-04-09,Toronto Blue Jays,Texas Rangers,Rogers Centre,43386.0,159.0
661130,2022-04-09,Philadelphia Phillies,Oakland Athletics,Citizens Bank Park,41622.0,157.0
662123,2022-04-09,San Francisco Giants,Miami Marlins,Oracle Park,38885.0,177.0
661332,2022-04-09,New York Yankees,Boston Red Sox,Yankee Stadium,46882.0,178.0
662765,2022-04-09,Kansas City Royals,Cleveland Guardians,Kauffman Stadium,17103.0,169.0
662588,2022-04-09,Washington Nationals,New York Mets,Nationals Park,21369.0,194.0
661575,2022-04-09,Atlanta Braves,Cincinnati Reds,Truist Park,40310.0,170.0
662931,2022-04-09,Colorado Rockies,Los Angeles Dodgers,Coors Field,48087.0,168.0
663404,2022-04-09,Arizona Diamondbacks,San Diego Padres,Chase Field,19504.0,172.0
661040,2022-04-09,Los Angeles Angels,Houston Astros,Angel Stadium,36139.0,182.0
661129,2022-04-10,Philadelphia Phillies,Oakland Athletics,Citizens Bank Park,33507.0,177.0
661916,2022-04-10,Tampa Bay Rays,Baltimore Orioles,Tropicana Field,14100.0,190.0
662887,2022-04-10,Detroit Tigers,Chicago White Sox,Comerica Park,15712.0,176.0
662570,2022-04-10,Washington Nationals,New York Mets,Nationals Park,23158.0,181.0
661573,2022-04-10,Atlanta Braves,Cincinnati Reds,Truist Park,38233.0,194.0
661802,2022-04-10,Toronto Blue Jays,Texas Rangers,Rogers Centre,31549.0,204.0
662755,2022-04-10,Kansas City Royals,Cleveland Guardians,Kauffman Stadium,20165.0,189.0
661738,2022-04-10,Minnesota Twins,Seattle Mariners,Target Field,17018.0,191.0
662019,2022-04-10,St. Louis Cardinals,Pittsburgh Pirates,Busch Stadium,40027.0,188.0
663204,2022-04-10,Chicago Cubs,Milwaukee Brewers,Wrigley Field,32858.0,183.0
662934,2022-04-10,Colorado Rockies,Los Angeles Dodgers,Coors Field,40825.0,193.0
662122,2022-04-10,San Francisco Giants,Miami Marlins,Oracle Park,37332.0,163.0
661039,2022-04-10,Los Angeles Angels,Houston Astros,Angel Stadium,41253.0,195.0
663395,2022-04-10,Arizona Diamondbacks,San Diego Padres,Chase Field,19089.0,195.0
661316,2022-04-10,New York Yankees,Boston Red Sox,Yankee Stadium,40108.0,220.0
662754,2022-04-11,Kansas City Royals,Cleveland Guardians,Kauffman Stadium,8971.0,217.0
663403,2022-04-11,Baltimore Orioles,Milwaukee Brewers,Oriole Park at Camden Yards,44461.0,204.0
662042,2022-04-11,Texas Rangers,Colorado Rockies,Globe Life Field,35052.0,241.0
662863,2022-04-11,Detroit Tigers,Boston Red Sox,Comerica Park,11840.0,170.0
661915,2022-04-11,Tampa Bay Rays,Oakland Athletics,Tropicana Field,9139.0,180.0
661637,2022-04-11,Philadelphia Phillies,New York Mets,Citizens Bank Park,22317.0,185.0
661315,2022-04-11,New York Yankees,Toronto Blue Jays,Yankee Stadium,26211.0,183.0
661572,2022-04-11,Atlanta Braves,Washington Nationals,Truist Park,42263.0,213.0
661754,2022-04-11,Minnesota Twins,Seattle Mariners,Target Field,12932.0,180.0
661036,2022-04-11,Los Angeles Angels,Miami Marlins,Angel Stadium,20480.0,162.0
662116,2022-04-11,San Francisco Giants,San Diego Padres,Oracle Park,23279.0,210.0
662018,2022-04-11,St. Louis Cardinals,Pittsburgh Pirates,Busch Stadium,31193.0,176.0
662862,2022-04-12,Detroit Tigers,Boston Red Sox,Comerica Park,15781.0,169.0
663088,2022-04-12,Cincinnati Reds,Cleveland Guardians,Great American Ball Park,43036.0,210.0
