Game ID,Date,Home Team,Away Team,Stadium Name,Attendance,Game Time (minutes)
634642,2021-04-01,New York Yankees,Toronto Blue Jays,Yankee Stadium,10850.0,224.0
634645,2021-04-01,Detroit Tigers,Cleveland Indians,Comerica Park,8000.0,183.0
634638,2021-04-01,Milwaukee Brewers,Minnesota Twins,American Family Field,11740.0,254.0
634634,2021-04-01,Chicago Cubs,Pittsburgh Pirates,Wrigley Field,10343.0,240.0
634622,2021-04-01,Philadelphia Phillies,Atlanta Braves,Citizens Bank Park,8529.0,213.0
634615,2021-04-01,Colorado Rockies,Los Angeles Dodgers,Coors Field,20570.0,226.0
634618,2021-04-01,San Diego Padres,Arizona Diamondbacks,Petco Park,10350.0,206.0
634636,2021-04-01,Cincinnati Reds,St. Louis Cardinals,Great American Ball Park,12264.0,211.0
634630,2021-04-01,Kansas City Royals,Texas Rangers,Kauffman Stadium,9155.0,266.0
634652,2021-04-01,Miami Marlins,Tampa Bay Rays,loanDepot park,7062.0,164.0
634655,2021-04-01,Los Angeles Angels,Chicago White Sox,Angel Stadium,13207.0,171.0
634640,2021-04-01,Oakland Athletics,Houston Astros,Oakland Coliseum,10436.0,208.0
634625,2021-04-01,Seattle Mariners,San Francisco Giants,T-Mobile Park,8174.0,225.0
634627,2021-04-01,Boston Red Sox,Baltimore Orioles,Fenway Park,4452.0,190.0
634647,2021-04-01,Washington Nationals,New York Mets,Nationals Park,14434.0,167.0
634627,2021-04-02,Boston Red Sox,Baltimore Orioles,Fenway Park,4452.0,190.0
634602,2021-04-02,Miami Marlins,Tampa Bay Rays,loanDepot park,6115.0,202.0
634653,2021-04-02,Colorado Rockies,Los Angeles Dodgers,Coors Field,20363.0,199.0
634631,2021-04-02,Los Angeles Angels,Chicago White Sox,Angel Stadium,12763.0,224.0
634605,2021-04-02,Oakland Athletics,Houston Astros,Oakland Coliseum,5446.0,214.0
634576,2021-04-02,San Diego Padres,Arizona Diamondbacks,Petco Park,10350.0,233.0
634578,2021-04-02,Seattle Mariners,San Francisco Giants,T-Mobile Park,8392.0,196.0
634644,2021-04-03,New York Yankees,Toronto Blue Jays,Yankee Stadium,10107.0,218.0
634577,2021-04-03,Boston Red Sox,Baltimore Orioles,Fenway Park,4571.0,171.0
634573,2021-04-03,Detroit Tigers,Cleveland Indians,Comerica Park,8000.0,197.0
634604,2021-04-03,Kansas City Royals,Texas Rangers,Kauffman Stadium,8889.0,173.0
634643,2021-04-03,Chicago Cubs,Pittsburgh Pirates,Wrigley Field,10343.0,188.0
634580,2021-04-03,Philadelphia Phillies,Atlanta Braves,Citizens Bank Park,8582.0,150.0
634629,2021-04-03,Oakland Athletics,Houston Astros,Oakland Coliseum,5803.0,204.0
634654,2021-04-03,Cincinnati Reds,St. Louis Cardinals,Great American Ball Park,12213.0,204.0
634596,2021-04-03,Miami Marlins,Tampa Bay Rays,loanDepot park,6179.0,212.0
634575,2021-04-03,Milwaukee Brewers,Minnesota Twins,American Family Field,11383.0,166.0
634633,2021-04-03,Colorado Rockies,Los Angeles Dodgers,Coors Field,20688.0,215.0
634623,2021-04-03,San Diego Padres,Arizona Diamondbacks,Petco Park,10350.0,178.0
634646,2021-04-03,Los Angeles Angels,Chicago White Sox,Angel Stadium,12043.0,184.0
634639,2021-04-03,Seattle Mariners,San Francisco Giants,T-Mobile Park,8651.0,179.0
634620,2021-04-03,Washington Nationals,New York Mets,Nationals Park,19150.0,183.0
634617,2021-04-04,Philadelphia Phillies,Atlanta Braves,Citizens Bank Park,10773.0,160.0
634607,2021-04-04,New York Yankees,Toronto Blue Jays,Yankee Stadium,10066.0,161.0
634610,2021-04-04,Boston Red Sox,Baltimore Orioles,Fenway Park,4458.0,208.0
634611,2021-04-04,Detroit Tigers,Cleveland Indians,Comerica Park,8000.0,158.0
634560,2021-04-04,Cincinnati Reds,St. Louis Cardinals,Great American Ball Park,11629.0,180.0
634593,2021-04-04,Kansas City Royals,Texas Rangers,Kauffman Stadium,8869.0,173.0
634597,2021-04-04,Milwaukee Brewers,Minnesota Twins,American Family Field,10666.0,209.0
634613,2021-04-04,Chicago Cubs,Pittsburgh Pirates,Wrigley Field,10343.0,189.0
634557,2021-04-04,Colorado Rockies,Los Angeles Dodgers,Coors Field,20368.0,171.0
634651,2021-04-04,Oakland Athletics,Houston Astros,Oakland Coliseum,4504.0,195.0
